data_collector|person_id|side|height.NA|head.height.NA|head.circumference.NA|hand.length.left|hand.length.right|hand.width.left|hand.width.right|hand.elbow.left|hand.elbow.right|elbow.armpit.left|elbow.armpit.right|arm.reach.left|arm.reach.right|arm.span.NA|foot.length.left|foot.length.right|floor.kneepit.left|floor.kneepit.right|floor.hip.left|floor.hip.right|floor.navel.NA|floor.armpit.left|floor.armpit.right|units|writing|eye|eye_color|swinging|age|gender|quality|minutes|ethnicity|notes
00b0bc50a5d4c23ebdac6e69cebf284d|b7d7985212d1c5dad1b63a7d529ce904|right|182.5|25|56|19|19|21|21|45.5|45.5|25.5|25.5|239|240|186|26|26|48.5|48.5|108|108|115.5|144|144|cm|right|left|hazel|left|23|male|10|13|white|possible ancestry may include: scandinavian
dc4c5f00782773504555c80d9c6dd20f|9a151897ab3979d9320496fa60f3dd09|right|168|26|57|19|19|22|21.5|45|45|24|24|215|215|167|25|25|43.5|43.5|96|95|98.5|135.5|136|cm|left|left|brown|right|21|male|8|20|white-filipino|white father, filipino mother: possible cebuano ethnicity
cc97268e16b656d42336d456432e1925|c7d12fe45546c973922880529fa8edae|right|181|25.5|61|22|22|25|25|45.5|45.5|28.5|28.5|232|232|182.5|28.5|28.5|43|43|95.5|95.5|103|142|142|cm|right|left|blue|right|56|male|9|14|white|possible ancestry may include: german, english
391737a84a55fb3fc6b1f3e5789cd077|f7c4fadae08200bc74b0fe5368741290|right|155|22|57|17.5|17.5|19.5|19|37|37|25|25|198|198|154|24.5|24.5|39|39|94.5|94.5|NA|126|126|cm|right|left|brown|right|56|female|9|15|white|N/A
391737a84a55fb3fc6b1f3e5789cd077|fb5537e142ed55885e711bb28e44bfc4|right|176|24|58.5|22|22|23.5|23.5|45|45|27|26.5|232.5|232|177|27|27|44|44|98|98|NA|138|138|cm|right|right|hazel|right|17|male|9|16|white|possible ancestry may include: german, french
00b0bc50a5d4c23ebdac6e69cebf284d|cb216e6502316d1466d79b4a18b540cf|right|180.5|26.5|60.5|21.5|21.5|24.5|24|47|47|28|28|233|234|181.5|28.5|28.5|44|44|100.5|100.5|103.5|142.5|142.5|cm|right|left|hazel|right|29|male|10|22|white|possible ancestry may include: german, english
07455b8d275697db40dab95a03f3c208|be6fbe0a469c8ba8b4f2c44e0fe6304d|right|160|20|55.5|18|18|20.5|20.5|39.5|39.5|28|28|206|206|157|25|25.5|40.5|40.5|96.5|96.5|NA|134.5|134.5|cm|right|left|hazel|right|57|female|9|18|white|possible ancestry may include: spanish
21130e0e97a7ce7afdd817c223e9ac64|ca9ff114ef0294d44570b2f047017c45|right|175|24|58|24|24|26.5|26.5|43|43|28|28|225|224.5|180|28|28|44.5|44.5|104.5|104|NA|142|142|cm|right|right|hazel|right|50|male|10|15|white|N/A
07455b8d275697db40dab95a03f3c208|d461230a8b9f2893ad1ec16580afbeb2|right|180|23|58.5|20.5|20.5|25|25|44.5|44.5|30.5|30.5|233|233|185|28|28|47|47|101.5|101.5|NA|145|145|cm|right|right|hazel|right|24|male|9|16|white|possible ancestry may include: spanish
00b0bc50a5d4c23ebdac6e69cebf284d|47216f67cbc4c6ce2dc9d6e41550496d|right|158|24.5|55.5|16.5|16.5|20|20|39|39|24|24|201|201|161.5|23|23|41.5|41.5|97|97.5|98|127.5|127.5|cm|right|right|blue-green|right|23|female|10|14|white|possible ancestry may include: german, irish
00b0bc50a5d4c23ebdac6e69cebf284d|b7d7985212d1c5dad1b63a7d529ce904|right|182.5|25|56|19|19|21|21|45.5|45.5|25.5|25.5|239|240|186|26|26|48.5|48.5|108|108|115.5|144|144|cm|right|left|hazel|left|23|male|10|13|white|possible ancestry may include: scandinavian
dc4c5f00782773504555c80d9c6dd20f|9a151897ab3979d9320496fa60f3dd09|right|168|26|57|19|19|22|21.5|45|45|24|24|215|215|167|25|25|43.5|43.5|96|95|98.5|135.5|136|cm|left|left|brown|right|21|male|8|20|white-filipino|white father, filipino mother: possible cebuano ethnicity
cc97268e16b656d42336d456432e1925|c7d12fe45546c973922880529fa8edae|right|181|25.5|61|22|22|25|25|45.5|45.5|28.5|28.5|232|232|182.5|28.5|28.5|43|43|95.5|95.5|103|142|142|cm|right|left|blue|right|56|male|9|14|white|possible ancestry may include: german, english
391737a84a55fb3fc6b1f3e5789cd077|f7c4fadae08200bc74b0fe5368741290|right|155|22|57|17.5|17.5|19.5|19|37|37|25|25|198|198|154|24.5|24.5|39|39|94.5|94.5|NA|126|126|cm|right|left|brown|right|56|female|9|15|white|N/A
391737a84a55fb3fc6b1f3e5789cd077|fb5537e142ed55885e711bb28e44bfc4|right|176|24|58.5|22|22|23.5|23.5|45|45|27|26.5|232.5|232|177|27|27|44|44|98|98|NA|138|138|cm|right|right|hazel|right|17|male|9|16|white|possible ancestry may include: german, french
58056c4dc037cb0dbba1ad30215034da|2cb006f5af92908e10f658a662e1d5dc|left|61.5|8|21.25|6.5|6.5|6.5|6.75|14.75|14.75|9.5|9.75|76|77|60.25|8.66|8.5|14.66|14.75|34.75|35|35|48.5|48.66|in|right|right|blue|rigth|28|female|10|20|white|Possible Irish descent
58056c4dc037cb0dbba1ad30215034da|5b6caf13d5494dbcf97f7cbc08fb4474|left|70|9.25|22.5|7.33|7.5|8|8|18.5|18.5|13.33|13|88.875|88.75|74|10.66|10.66|19.75|19.66|40.33|40.25|41|53.5|53.5|in|right|right|brown|right|27|male|10|24|white|NA
58056c4dc037cb0dbba1ad30215034da|25e38df28480f96f016e14a314fe3c78|left|59.875|8.25|20.5|7.45|7.5|7.66|7.66|16.25|16.25|9.875|9.875|75.66|75.5|59|8.66|8.66|16.33|16.25|34|34.1|34.25|48.75|48.66|in|right|right|blue|right|61|female|10|26|white|NA
58056c4dc037cb0dbba1ad30215034da|c2a09d55305b52aad95a25a11f4a6e9f|left|69.66|8.25|21.25|8.25|8.25|9.1|9|18.33|18.1|13.25|13.33|87.75|87.875|69.875|9.9|9.875|17.75|17.875|39.5|39.33|40.1|53.875|53.5|in|right|right|blue|right|61|male|10|23|white|NA
58056c4dc037cb0dbba1ad30215034da|739d1aeb9df6ab5010aa49d84ffee8ed|left|63.75|7.5|21|7.25|7.25|8.25|8.25|17.25|17.5|13|12.5|80|80|63.25|9.5|9.5|17|17|37|37|37.5|51|52|in|right|right|brown|right|54|female|10|20|white|NA
58056c4dc037cb0dbba1ad30215034da|dcb3e11bbe723cfa77314f8e5fd010c7|left|72|9|23|7.5|7.5|8|7.75|18.75|19|13.5|13.5|92.25|92.5|73.5|10.25|10.25|21|20|42.75|42|44.5|60.5|61|in|right|right|hazel|right|55|male|9|18|white|Had stroke, left side affected
58056c4dc037cb0dbba1ad30215034da|b08ccacdf72360c9419bed8e73f81fab|left|63|8.33|20.5|7|7|7.25|7.33|16.1|16|9.25|9|80.25|80.33|62.25|9|9|17|17|34.1|34.25|34.5|50.875|50.75|in|right|right|hazel|right|63|female|9|22|white|NA
58056c4dc037cb0dbba1ad30215034da|d4ec69b42a38a9e3bb885e045e50861a|left|66.25|8.1|20|7|7|7.66|7.875|17|16.9|11.25|11.25|81.9|81.875|67.75|9.66|9.5|16.9|16.9|40.66|40.33|41.75|53.25|53.1|in|right|right|hazel|right|28|female|9|21|white|NA
28c6a87502875ef92990719df72796de|eb85e0caa487a9fd16fac6b15715dcf8|left|74|8|23|7.75|8|8.5|8.5|19.75|20.5|15|15|94.5|94.75|75.25|11|10.75|20|20|41|41.5|43.75|57.5|57.75|in|right|right|hazel|right|27|male|10|25|white|Flat footed, possible German ancestry
58056c4dc037cb0dbba1ad30215034da|ee9817b969dbd601e367e777a5de7962|left|65|8.25|23|7|7|7.5|7.5|15.75|15.75|10|9.5|83|82|65.5|8.75|9|16.75|17|37.66|38|39.75|52|51|in|right|right|blue|right|36|female|8|21|white|NA
e7f9de8678dd0388865077403567b45c|967282cd5d3edbae550d1c4ab643f5ce|right|173|22|54.5|17.5|18|20|20|43|43|22|22|217|216|173|26|26|47.5|48|96|96|100|129|129|cm|right|right|brown|right|23|male|10|15|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples
e7f9de8678dd0388865077403567b45c|8e244595a666e4311a81757ca88371b8|right|167|18|53|18|18|20|19.5|42|42|23|22|207.5|206|167|25|25|49|48|95|94.5|102|126|127|cm|right|right|brown|right|25|female|10|18|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.
e7f9de8678dd0388865077403567b45c|7902ed1386067dae936e6639ba7f85a4|right|157|19|53.5|16|17|18|19|39|39|28|29|197|196|159|23|23|43|44|88|89|94|119|120|cm|right|right|brown|left|50|female|10|20|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples
e7f9de8678dd0388865077403567b45c|6ea4dc5cd6a84ef12b677bbaabc9fc6f|right|158|24|53|17|17|17|16|39|40|20|20|194|190|146|24|24|47|49|89|90|93|110|111|cm|right|right|brown|let|94|female|10|19|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples
e7f9de8678dd0388865077403567b45c|4eec8ecba9d91f00de594fa5267d1c98|right|162|22.5|56|18|19|19|20|42|42|25|23|204|203|163|24|24|49|50|96|96|98|127|126|cm|right|right|brown|right|72|female|9|23|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples
e7f9de8678dd0388865077403567b45c|49f34c755408a89228f78967771c175f|right|168|28|53|19|19|19.5|21|43|44.5|21|22|215|213|177|25|25|47|47|94|93|97|130|130|cm|right|right|black|right|72|male|9|15|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.
e7f9de8678dd0388865077403567b45c|aacdcaab42f85782dbafce7a5d26b4b1|right|151|20|56|18.5|17.5|18|19.5|40|41|21|21|195|194|165|24|24|46|48|96|95.5|91|121|121|cm|right|both|brown|leftt|76|female|9|16|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples
e7f9de8678dd0388865077403567b45c|f1b5a149b72512dffa7774d6a793b41b|right|149|29|54|16.5|16.5|19|20|37.5|38|19|20|182|181|148|22.5|22.5|46|44.5|93.5|93|88.5|122|122|cm|right|right|brown|left|68|female|9|15|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.
e7f9de8678dd0388865077403567b45c|15f97b6406102d4ccf285b8063f39f84|right|159|23|54|16.5|17|19|20.5|44|42|23|20|198|194|167|22|23|47|48|93|93|90|121|123|cm|right|both|black|right|75|male|9|19|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples
e7f9de8678dd0388865077403567b45c|0657038008ee10df1a7dc9e8b25e59a0|right|162|22.5|58|17.5|18|19|20|23|24|20|21|201|201|160.5|24|24|49|49|98|98|91.5|130|133|cm|right|both|brown|right|77|male|9|21|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.
b7c953cb6c1f80156d72b012e64c2f5b|830b198e4dbea57bc18d39e4174bd4a4|left|68.5|9.875|23.75|7.5|7.375|8.625|8.5|18.125|18|13|13|88.5|89|71.5|10|10|16.5|16.75|35.75|34.75|41|59.75|59|inches|right|right|brown|right|27|male|9|16|white|NA
b7c953cb6c1f80156d72b012e64c2f5b|839d0778a7469b85de24947ff78d9c15|left|67|7.25|22|6.5|6.5|8|8|16|15.5|10|9.5|86|86|68|9|9.5|17|16.75|38|38|40|52|51|inches|left|left|brown|left|58|female|10|14|white|NA
b7c953cb6c1f80156d72b012e64c2f5b|d001d856ebdf0decd03d46283237d5d4|left|70|10|22.5|7|7|8|7.75|17|17|11|11|89|89|72|10.5|10.5|18|18|41.5|41.5|42.5|52|52|inches|right|right|blue|right|52|male|8|21|white|NA
b7c953cb6c1f80156d72b012e64c2f5b|ce9d8ffcc3b2509bdf8bee1e4787b014|left|60|9.5|22|6.25|6.25|7|7|14.75|14.75|8|8|77.34|78|60|8.5|8.5|15|15|34.5|34.5|34.25|46|46|inches|right|right|blue|right|53|female|10|19|white|NA
b7c953cb6c1f80156d72b012e64c2f5b|ec53b315cf47f7f0a66e0df9d77fe1b7|left|70|8|22.25|87.875|87.875|6.5|7.75|18.25|17.75|10|9.5|86.5|87.5|72|9.75|10|16.75|16.5|40.75|41|42.25|56|55.5|inches|right|right|hazel|right|60|male|9|15|white|missing pinky on left hand
b7c953cb6c1f80156d72b012e64c2f5b|dfe7ac4bf28ba478a59850d3ca63ceb3|left|63.75|7.75|21.75|7|6.75|6.5|6.25|15.25|15.25|9.5|10|76.5|77|62.25|9.5|9.25|17|16|31.5|31.25|33.5|45|46|inches|right|right|blue|right|61|female|10|17|white|NA
b7c953cb6c1f80156d72b012e64c2f5b|fe37167d943dc7ea355615ecf8c775f9|left|64|8.5|22.5|7|7|7|7.25|15.5|16.25|8.75|7.5|76|74|63.5|9.5|9.75|16.5|16|36|35|37.5|49|49|inches|right|right|blue|right|68|female|10|15|white|NA
b7c953cb6c1f80156d72b012e64c2f5b|a815dbe596b632b4fd406210c97257d5|left|71|8|23|7|7.5|8|8|16.25|16.5|10.5|11|79|84|72|10.25|10|18|18.5|42.5|38|43|54|54|inches|right|right|brown|right|69|male|7|19|white|Can't move left hand or arm, was able to measure
b7c953cb6c1f80156d72b012e64c2f5b|2c7416c8b08edd974800bbf4bcbcd6ba|left|63.25|7.5|22|7|7|7|7|16.25|16.25|11|11|80|81|60|10|9.5|19|19|38|38|38.5|46|46|inches|right|right|blue|right|11|male|10|21|white|NA
58056c4dc037cb0dbba1ad30215034da|7a7ad17163012c8f04322273aebfe886|left|72.5|8.25|22.75|7.5|7.5|8|8|19.25|19.5|13.5|13.5|93.5|93.25|73.5|11.25|11|19|19|41.5|41|42.5|59.25|59|inches|right|right|hazel|right|30|male|10|12|white|NA
7e6e6a69493f1d54a74ecdd4058ebadf|68097a6cb16bbb5dbd68f19762081469|left|158|22|53.5|17|17|20|19|39.5|39.5|24|23|200|199|159.5|22|21.5|36|35.5|93|92|91.5|123|123|cm|right|right|brown|right|62|f|8|25|korean|NA
7e6e6a69493f1d54a74ecdd4058ebadf|338c1ca2a3984271538bc74eae7bef6b|left|172|24|56|19.5|19.5|20.5|20.5|42|41.5|24.5|25.5|211|212|168|25.5|25|44|44|100|100|98.5|135|136|cm|right|right|brown|right|68|m|8|25|korean|NA
7e6e6a69493f1d54a74ecdd4058ebadf|0c5f10813c5f6befe0da412e67a6aa60|left|190.5|22.25|57.25|21|21|23.5|21|50.75|51.5|35.5|37.5|245|244|193|29.25|27.5|52|51|101|109.25|113|156.75|156.25|cm|right|left|blue|right|36|m|8|10|white|possibly danish
7e6e6a69493f1d54a74ecdd4058ebadf|2b5ea6f3126404c7e4eda7825bed9899|left|180.25|21.5|55.5|20|19.75|21|22.25|44|49.5|27|30.5|234.5|234.25|185.5|27|26.5|52|52.75|110|108|111|146|152.5|cm|right|right|green|right|42|f|8|10|white|possibly german
7e6e6a69493f1d54a74ecdd4058ebadf|7b57fe76c35503b0a477d287ea00b37f|left|158|20.5|57|16.5|17|20|19|41|40|21|22|198|199|166|24|23|40.5|40|84.5|85|90|130|130|cm|right|left|brown|right|33|f|6|15|korean|NA
7e6e6a69493f1d54a74ecdd4058ebadf|1d6fdbb06fbbf58b46d607cf1685049e|left|178|22|54|17|18|21|20|44|45|25.5|26|234|234|174|23|24|47|48|102|103|107.5|144|143|cm|right|left|brown|right|34|m|6|15|white|NA
7e6e6a69493f1d54a74ecdd4058ebadf|a8e17797adc14c4a0d5e471e1c51e978|left|173|20|21.5|18.5|18|19.5|19.5|47.5|44.5|30.5|30.5|84|84|179|26.5|26.5|45.5|45.5|101.5|100|104|127|127|cm|right|right|brown|right|36|m|9|20|indian|converted from inches
7e6e6a69493f1d54a74ecdd4058ebadf|fb0584aba84a3668a9bbf0470fba3076|left|162.5|20.3|55.8|17|17.8|17.8|17.8|43|43|29|28|204|204.5|165|21.6|23|39.4|40.6|96.5|96.5|96.5|134|131.5|cm|left|left|brown|right|38|f|8|10|korean|NA
7e6e6a69493f1d54a74ecdd4058ebadf|d1c3771b9b322f68e211feb06e6be920|left|168|20|55|18|18|19.7|20.3|44|43|30.5|31.75|218.45|218.45|165|24.75|24.1|39.25|39.25|91.5|91.5|97|133.25|134.5|cm|left|left|hazel|left|40|m|8|15|white|Irish/Spanish
7e6e6a69493f1d54a74ecdd4058ebadf|81a9f3915f64dc6edd329b89bea87d5e|left|182.88|20|61|20|19.5|20|22|47|48|23.5|22|231.14|224.79|189.23|25|26|46|45.5|90|89|170.18|137|136.5|inches|right|right|brown|right|31|m|7|10|korean|converted from inches
f697d5c9213997cc167707e4f07a8da8|a97ef9def423fd197a090c1cb628a69f|right|169|22|58|19.5|19.5|21.5|21.5|45|45|22|23|205|205|173|26|26|45.5|45.5|97|97|101|131|132|cm|right|both|brown|left|23|male|10|9.5|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.
f697d5c9213997cc167707e4f07a8da8|3036ed5a46ad4a5a95f1539c3380b842|right|158|21.5|57|18|18|18.5|18.5|41|41|23|23|195|195|162|23|23.5|42|42|88|88|92|126|125|cm|right|both|brown|left|23|female|9|9.75|Asian|Ancestry includes: Cambodian, and a little bit of Vietnamese, Chinese.
f697d5c9213997cc167707e4f07a8da8|425f17c638540b224c07192d531bb3cb|right|137|23|54|17|18|16|16|34|33|20|21|172|172|139|22|22|38|38|78|79|85|108|108|cm|right|left|brown|left|31|male|8|13.25|Asian|Ancestry includes: Cambodian, and a little bit of Vietnamese, Chinese.
f697d5c9213997cc167707e4f07a8da8|7c1c7202e4c08021c2f734c5c8e2f087|right|162|24|56|20|20.5|19.5|19.5|41|40|20|21|196|197|164|23.5|24|44|44|86|86|93|119|119|cm|left|left|brown|right|60|male|7|27|Asian|Ancestry includes: Cambodian and Vietnamese.
f697d5c9213997cc167707e4f07a8da8|92bfa27dc07eba67b807bc12b1718d6f|right|160|23|54|19|19|19|19|39|40|21|20|189|190|159|23.5|23.5|40|41|83|84|95|123|122|cm|right|right|brown|left|52|female|7|25|Asian|Ancestry includes: Cambodian and Chinese.
f697d5c9213997cc167707e4f07a8da8|6a2b00bf02f70b2f261665b44e22013a|right|171|23|57|19|19|22|22|43|43|20|20|212.5|212.5|171.5|26|26|49|49|96|97|101|134|135|cm|right|right|blue|left|64|male|8|19.5|Caucasian|Ancestry includes: English, Scandanavian.
f697d5c9213997cc167707e4f07a8da8|2fb0249a6780ecbd5fee198521790376|right|140|20|55|17|17|18|19|37.5|37|21|20|178|181|143|21|21|43|43|78|80|83|111|112|cm|right|both|brown|left|47|female|8|26|Asian|Ancestry includes: Filipino.
f697d5c9213997cc167707e4f07a8da8|14298d51dc6aa40726467279e600b416|right|154|23.5|57|19|19.5|21|21|42|41|20.5|20|196|198|160|25|24.5|45|45|89|90|96|121|120|cm|left|both|brown|right|25|male|9|24.75|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.
f697d5c9213997cc167707e4f07a8da8|d7349aa570a6e2f2211e14679cd3808b|right|148|24|57|17|17|17|17|36|35|19|19|184|184|148|22.5|23|42.5|42|89|89|93|118|117|cm|right|both|brown|left|22|female|7|25|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.
f697d5c9213997cc167707e4f07a8da8|c17bb12cc856350de9e81e40946d5310|right|148|23|54|17|17|17|16|37|37|20|20|181|182|147|23|23|39|40|87|88|92|112|112|cm|right|right|brown|left|17|female|10|17|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.
54da3e417c8efaddfe60f2634e0655ff|"fd4c92272d5a952adf7aad11c20458e1"|NA|72|9.25|22.5|7.5|7.5|10|10|19.25|19.5|8.75|8.5|92|92.75|76|11|11|21.5|20.5|39|39|42.5|56.75|56.75|"in"|"right"|"right"|"brown"|"right"|25|"male"|9|NA|"caucasian"|NA
3278ce887bc37a4d45550d5e8a6d6828|"ef1cb6e72d149b184cc241037203f60b"|NA|67|15|23.75|7|6.75|7.5|7.75|16|16|10|10|78.28|79|62.5|9.25|9.5|16.75|16.5|35.5|35.5|37|50|49|"in"|"right"|"both"|"brown"|"right"|26|"male"|8|17|"asian"|NA
9eb3d5323b1a3c511c3b8c8038727737|"ee33e909372d935d190f4fcb2a92d542"|NA|10.75|8|22.3|7.8|7.9|7.8|7.9|18.3|17.1|11|12|90.3|89.3|72.7|10.8|10.4|18.5|19|41.5|41.5|42.8|58|58.8|"in"|"right"|"both"|"green"|"right"|27|"female"|8|15|"caucasian"|NA
ae042cc7daa59392f0ae30e0d7efea55|"d0fa06cd93335c8cae357ffe5cd1c4e9"|NA|68.7|8|21.8|7.3|7.4|7.9|7.8|15.8|16.5|10.8|9.5|87|85|69|10|10.5|16.6|18.25|42|41.1|41.5|53|53.2|"in"|"right"|"right"|"brown"|"right"|28|"male"|8|15|"asian/latino"|NA
7e7c74a4b3543bfd71fdce2f52df44e2|"5d44a032652974c3e53644945a95b126"|NA|69.5|7.5|21.8|8|7.7|9|8.8|17.3|18.9|9.3|13.3|90.1|89.5|72.7|10.3|10.9|18.3|21.1|42.1|42.3|43|56.4|56|"in"|"right"|"right"|"blue"|"right"|58|"female"|9|NA|"caucasian"|NA
18ec34f5d5544bbb34ac03bbd62d61cf|"3691308f2a4c2f6983f2880d32e29c84"|NA|64|13|23|7.5|7.5|8.25|8.5|17.5|17.5|10.5|10.75|79|80|65.5|9.25|9|17.5|17.25|36|36.25|39|50|50|"in"|"right"|"right"|"brown"|"right"|26|"female"|8|17|"asian/latino"|NA
4c2954ca87d25ecb003e253dff6485b7|"1f2dfa567dcf95833eddf7aec167fec7"|NA|69.75|8.25|21.75|7.25|7.25|8.25|8.75|17.75|17.5|14|14|88.25|88.5|69.25|9.25|9.25|20.5|20|39.25|39.5|42|56.5|56.5|"in"|"right"|"right"|"blue"|"right"|24|"female"|9|NA|"caucasian"|NA
7e01a8e692e1c5459b716e6af849922e|"1e7342845e24eb3b5b3554490da1c128"|NA|67|9|23|7.25|7.25|8.25|8.25|16.5|16.5|8|8|82|82|67.5|9.75|9.75|17.75|17.75|36.25|36.25|39.125|50.25|50.25|"in"|"right"|"left"|"blue"|"right"|28|"male"|9|18.5|"caucasian"|NA
d4c40ebf6bd149deed005ca123fa3110|"051a9911de7b5bbc610b76f4eda834a0"|NA|73.8|8.75|24|8.3|8.1|10|10|18.1|18.1|8.8|12.3|93.3|92.6|75.4|11.5|11.8|18.7|18.9|44.2|44.3|45.3|59.2|62|"in"|"right"|"left"|"brown"|"right"|59|"male"|9|NA|"caucasian"|NA
3a263ca1825c7810dd45e801c9e9f45f|" e2075474294983e013ee4dd2201c7a73"|NA|68|8.5|22.25|7.25|7.25|8|8|17|17|8.75|8.75|85|85|68.125|9.25|9|18.5|18.5|38.875|38.875|41|52|52|"in"|"right"|"right"|"brown"|"right"|28|"female"|9|18.5|"caucasian"|NA
ed892caec7a86a00ec5fbefdf5f44faf|6ce9c1c0b4443b31753cd40c34000efd|right|175.6|21|53.8|18.5|18.3|21.2|20.5|47.3|47|31.5|31.5|221|223|176.2|26.4|26.3|45|45.2|94.5|95|109|141|141|cm|right|right|brown|right|21|female|10|18|white|white european, I gave a 10 on quality because I did the measurement myself
ed892caec7a86a00ec5fbefdf5f44faf|b133711dfc55c6e89213c01c58d59703|right|175.5|20|55|20|19.8|20.3|20.4|42|41.7|30.5|30.5|226|225|178|25.5|25.5|45|45|93|93|107|142|142.2|cm|right|right|grey-green|right|22|female|9|20|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate
ed892caec7a86a00ec5fbefdf5f44faf|807d5b3793c7e1f047818dd2611b1589|right|176|20.5|56|20|20.1|22|22|44.5|44.7|34|34|227|227|178|26.5|26.6|48|48.1|94|94|109|143|143|cm|right|right|grey|right|58|female|9|19|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate
ed892caec7a86a00ec5fbefdf5f44faf|a6d6a2fdf86ad4bc8096955a9f05f1ec|right|158|17.5|56|15.8|15.9|17.6|17.7|39.6|39.6|28|27.6|194.7|195|152.7|21.6|21.5|39.3|39.2|82|82|94|119|119.5|cm|right|right|blue-green|right|17|female|9|18|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate
ed892caec7a86a00ec5fbefdf5f44faf|74e358b9e1b44ee6129c7eb3344ee658|right|169.6|20.6|58|17|17|19.7|19.6|42.5|43|29|29.2|209.5|209.8|163|24.2|24.2|41|41.5|89|89|100|126.5|126.4|cm|right|right|blue-green|right|51|female|9|18|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate
ed892caec7a86a00ec5fbefdf5f44faf|99a156a62a0944ba6887b90d4fd77b15|right|165.9|21|56|17.7|17.9|19.8|20|43.7|44|30|30|200|202|166.5|24.2|24.2|42|42|84.2|84|95|122.2|123|cm|right|left|blue-grey|right|53|male|9|19|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate
ed892caec7a86a00ec5fbefdf5f44faf|48cebdedc0acd343de4853d8e649058d|right|168|23|57|17|17|20|20.1|44|44.4|30|30|216.5|217|172|24.5|24.3|49|49|87.8|88|95|104|104.3|cm|right|left|brown|right|21|female|9|20|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate
ed892caec7a86a00ec5fbefdf5f44faf|fc45e3258bed8dcae88f0dc0b3da94df|right|168.5|21|55.5|18.8|19|21.5|21|45.4|45.5|31.5|32|212.5|213.5|170|25.5|26|41.5|42|92|91.5|103.5|133|132|cm|right|right|brown|right|55|female|10|15|white|white european, I gave a 10 on quality because I did the measurement myself
ed892caec7a86a00ec5fbefdf5f44faf|437d461430ecc08e2d51abbcf5ce9b3c|right|186|21.5|59.5|20.2|19.8|22.6|22.6|49.7|51.5|34|35.5|238|237|188.8|28.2|28.3|47|48|96|96.5|114.5|147|147|cm|right|left|blue|right|56|male|10|16|white|white european, I gave a 10 on quality because I did the measurement myself
ed892caec7a86a00ec5fbefdf5f44faf|1ef53b7d22b7e7eafc7c7524078ac709|right|170|18.5|56|19|19|22|21|40|40|21.5|21|220|217|176|26|26|42|42|93|93|104|130|130|cm|right|right|brown|right|22|male|9|20|asian|vietnamese, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate
86687ae28f9bf74f509bc9cff3e967fe|4e87b49a355ca3040c49e3f513e07a7b|right|168.9|21.5|55.5|19|19|22.2|21.6|44.5|44.5|25.9|25.4|208.3|209.5|174|24.3|24.3|46.4|45.7|97|96.5|100.5|127|128.2|cm|right|equal|brown|right|28|female|10|10|asian|possible ancestry may include: korean,japanese
86687ae28f9bf74f509bc9cff3e967fe|42cf3ac3c39863c610fd0c41888fbcf4|right|181|22.8|56|19.7|19.7|21.6|21.6|47.6|47.6|26.7|26.7|232.4|229.5|190.5|26.7|26.7|52.1|51.3|103.5|102.9|108.2|135.3|137.2|cm|both|equal|brown|right|38|male|10|10|white|possible ancestry may include: portuguese,danish,norwegian,polish,mexican
86687ae28f9bf74f509bc9cff3e967fe|8545c7da3bff6d5e778c19a8e759e351|right|160|22|61|17.5|16.9|20|19|35.8|36|26|26|198.1|197.8|157.5|22|22|41|41|91|91|94|119.4|120|cm|right|left|brown|right|28|female|7|15|asian|possible ancestry may include: korean
86687ae28f9bf74f509bc9cff3e967fe|2264bdbc3a7aae3cb9b76b698f187fcf|right|173|25|58.4|18.8|19|21.1|21.1|41|42|25.4|25.4|212|212|182|25|25|45.7|43|98|99|104|131|132|cm|right|right|green|right|29|male|7|15|white|possible ancestry may include: jewish
86687ae28f9bf74f509bc9cff3e967fe|0eeb85d58ab4b0dee8fe59e66fd1aa77|right|163|22|55|17|17.2|20.2|20.4|42|41|24|24.3|207|207.4|170|24.3|24|43.2|42.9|92|92.2|97|129|129.2|cm|right|equal|brown|right|63|female|7|12|asian|possible ancestry may include: korean,japanese
